0.781,-0.31,-0.225
0.783,-0.3,-0.215
0.786,-0.305,-0.215
0.789,-0.29,-0.215
0.792,-0.3,-0.225
0.794,-0.3,-0.225
0.797,-0.305,-0.225
0.8,-0.305,-0.205
0.803,-0.29,-0.195
0.806,-0.28,-0.21
0.808,-0.295,-0.21
0.811,-0.305,-0.215
0.814,-0.315,-0.235
0.817,-0.305,-0.23
0.819,-0.295,-0.22
0.822,-0.29,-0.22
0.825,-0.28,-0.23
0.828,-0.27,-0.225
0.831,-0.275,-0.23
0.833,-0.275,-0.215
0.836,-0.27,-0.195
0.839,-0.25,-0.195
0.842,-0.25,-0.19
0.844,-0.255,-0.2
0.847,-0.225,-0.195
0.85,-0.22,-0.18
0.853,-0.205,-0.17
0.856,-0.2,-0.18
0.858,-0.205,-0.175
0.861,-0.215,-0.195
0.864,-0.23,-0.195
0.867,-0.22,-0.17
0.869,-0.225,-0.175
0.872,-0.225,-0.175
0.875,-0.225,-0.18
0.878,-0.23,-0.185
0.881,-0.235,-0.185
0.883,-0.24,-0.175
0.886,-0.235,-0.175
0.889,-0.22,-0.175
0.892,-0.21,-0.19
0.894,-0.205,-0.205
0.897,-0.245,-0.2
0.9,-0.285,-0.205
0.903,-0.285,-0.205
0.906,-0.3,-0.215
0.908,-0.31,-0.215
0.911,-0.33,-0.225
0.914,-0.33,-0.215
0.917,-0.325,-0.21
0.919,-0.315,-0.2
0.922,-0.32,-0.215
0.925,-0.315,-0.225
0.928,-0.325,-0.245
0.931,-0.34,-0.245
0.933,-0.345,-0.25
0.936,-0.34,-0.225
0.939,-0.34,-0.23
0.942,-0.35,-0.235
0.944,-0.345,-0.24
0.947,-0.355,-0.235
0.95,-0.33,-0.235
0.953,-0.335,-0.22
0.956,-0.33,-0.23
0.958,-0.32,-0.24
0.961,-0.345,-0.24
0.964,-0.355,-0.245
0.967,-0.34,-0.225
0.969,-0.33,-0.225
0.972,-0.325,-0.235
0.975,-0.33,-0.25
0.978,-0.35,-0.27
0.981,-0.365,-0.28
0.983,-0.36,-0.29
0.986,-0.38,-0.3
0.989,-0.425,-0.33
0.992,-0.445,-0.36
0.994,-0.475,-0.355
0.997,-0.51,-0.305
1,-0.535,-0.205
1.003,-0.505,-0.08
1.006,-0.415,0.015
1.008,-0.3,0.065
1.011,-0.16,0.115
1.014,-0.015,0.19
1.017,0.235,0.3
1.019,0.49,0.41
1.022,0.72,0.495
1.025,0.875,0.485
1.028,0.94,0.36
1.031,0.905,0.105
1.033,0.755,-0.165
1.036,0.49,-0.35
1.039,0.165,-0.45
1.042,-0.11,-0.47
1.044,-0.27,-0.45
1.047,-0.39,-0.395
1.05,-0.45,-0.345
1.053,-0.475,-0.31
1.056,-0.455,-0.295
1.058,-0.425,-0.285
1.061,-0.39,-0.295
1.064,-0.39,-0.295
1.067,-0.385,-0.28
1.069,-0.39,-0.285
1.072,-0.38,-0.285
1.075,-0.38,-0.285
1.078,-0.38,-0.29
1.081,-0.395,-0.275
1.083,-0.385,-0.275
1.086,-0.385,-0.275
1.089,-0.385,-0.27
1.092,-0.375,-0.285
1.094,-0.395,-0.295
1.097,-0.41,-0.29
1.1,-0.41,-0.275
1.103,-0.4,-0.265
1.106,-0.395,-0.265
1.108,-0.39,-0.275
1.111,-0.405,-0.295
1.114,-0.395,-0.29
1.117,-0.385,-0.285
1.119,-0.375,-0.27
1.122,-0.39,-0.265
1.125,-0.39,-0.275
1.128,-0.405,-0.28
1.131,-0.41,-0.28
1.133,-0.41,-0.27
1.136,-0.39,-0.265
1.139,-0.39,-0.27
1.142,-0.395,-0.27
1.144,-0.405,-0.28
1.147,-0.415,-0.27
1.15,-0.4,-0.265
1.153,-0.41,-0.265
1.156,-0.405,-0.265
1.158,-0.41,-0.27
1.161,-0.415,-0.285
1.164,-0.41,-0.285
1.167,-0.4,-0.265
1.169,-0.4,-0.265
1.172,-0.395,-0.255
1.175,-0.39,-0.275
1.178,-0.405,-0.275
1.181,-0.41,-0.28
1.183,-0.39,-0.27
1.186,-0.39,-0.265
1.189,-0.385,-0.275
1.192,-0.385,-0.285
1.194,-0.41,-0.28
1.197,-0.405,-0.28
1.2,-0.395,-0.275
1.203,-0.39,-0.275
1.206,-0.375,-0.275
1.208,-0.39,-0.285
1.211,-0.395,-0.295
1.214,-0.41,-0.295
1.217,-0.4,-0.275
1.219,-0.39,-0.275
1.222,-0.39,-0.285
1.225,-0.385,-0.29
1.228,-0.405,-0.315
1.231,-0.415,-0.315
1.233,-0.415,-0.305
1.236,-0.4,-0.29
1.239,-0.395,-0.31
1.242,-0.405,-0.32
1.244,-0.415,-0.32
1.247,-0.42,-0.335
1.25,-0.42,-0.33
1.253,-0.41,-0.325
1.256,-0.415,-0.345
1.258,-0.425,-0.35
1.261,-0.42,-0.365
1.264,-0.435,-0.37
1.267,-0.43,-0.355
1.269,-0.43,-0.36
1.272,-0.42,-0.37
1.275,-0.43,-0.39
1.278,-0.45,-0.395
1.281,-0.455,-0.4
1.283,-0.45,-0.39
1.286,-0.435,-0.385
1.289,-0.445,-0.39
1.292,-0.45,-0.4
1.294,-0.455,-0.41
1.297,-0.47,-0.42
1.3,-0.46,-0.405
1.303,-0.455,-0.41
1.306,-0.45,-0.41
1.308,-0.455,-0.4
1.311,-0.47,-0.405
1.314,-0.475,-0.39
1.317,-0.46,-0.385
1.319,-0.45,-0.365
1.322,-0.445,-0.355
1.325,-0.44,-0.345
1.328,-0.435,-0.355
1.331,-0.44,-0.33
1.333,-0.41,-0.295
1.336,-0.395,-0.275
1.339,-0.37,-0.27
1.342,-0.365,-0.26
1.344,-0.36,-0.265
1.347,-0.365,-0.265
1.35,-0.34,-0.245
1.353,-0.325,-0.225
1.356,-0.315,-0.21
1.358,-0.32,-0.215
1.361,-0.33,-0.215
1.364,-0.33,-0.205
1.367,-0.32,-0.195
1.369,-0.31,-0.185
1.372,-0.3,-0.185
1.375,-0.3,-0.195
1.378,-0.32,-0.195
1.381,-0.32,-0.195
1.383,-0.315,-0.185
1.386,-0.305,-0.17
1.389,-0.305,-0.185
1.392,-0.295,-0.195
1.394,-0.32,-0.195
1.397,-0.33,-0.195
1.4,-0.305,-0.185
1.403,-0.31,-0.175
1.406,-0.3,-0.175
1.408,-0.3,-0.185
1.411,-0.32,-0.195
1.414,-0.325,-0.195
1.417,-0.31,-0.195
1.419,-0.305,-0.18
1.422,-0.315,-0.185
1.425,-0.305,-0.19
1.428,-0.315,-0.195
1.431,-0.315,-0.195
1.433,-0.31,-0.19
1.436,-0.295,-0.185
1.439,-0.29,-0.185
1.442,-0.305,-0.19
1.444,-0.31,-0.2
1.447,-0.32,-0.215
1.45,-0.315,-0.195
1.453,-0.3,-0.185
1.456,-0.315,-0.185
1.458,-0.315,-0.185
1.461,-0.315,-0.2
1.464,-0.33,-0.205
1.467,-0.315,-0.19
1.469,-0.32,-0.19
1.472,-0.315,-0.2
1.475,-0.325,-0.2
1.478,-0.335,-0.195
1.481,-0.34,-0.22
1.483,-0.335,-0.205
1.486,-0.335,-0.19
1.489,-0.33,-0.2
1.492,-0.325,-0.22
1.494,-0.345,-0.23
1.497,-0.35,-0.21
1.5,-0.345,-0.205
1.503,-0.335,-0.2
1.506,-0.33,-0.195
1.508,-0.33,-0.22
1.511,-0.345,-0.225
1.514,-0.345,-0.225
1.517,-0.345,-0.215
1.519,-0.32,-0.205
1.522,-0.33,-0.205
1.525,-0.335,-0.215
1.528,-0.34,-0.225
1.531,-0.355,-0.22
1.533,-0.335,-0.225
1.536,-0.33,-0.195
1.539,-0.33,-0.215
1.542,-0.335,-0.22
1.544,-0.355,-0.215
1.547,-0.36,-0.225
1.55,-0.355,-0.215
1.553,-0.35,-0.21
1.556,-0.34,-0.21
1.558,-0.345,-0.225
1.561,-0.345,-0.23
1.564,-0.345,-0.22
1.567,-0.345,-0.21
1.569,-0.33,-0.205
1.572,-0.33,-0.2
1.575,-0.335,-0.205
1.578,-0.345,-0.22
1.581,-0.35,-0.23
1.583,-0.35,-0.215
1.586,-0.34,-0.205
1.589,-0.33,-0.2
1.592,-0.345,-0.23
1.594,-0.345,-0.22
1.597,-0.355,-0.215
1.6,-0.35,-0.205
1.603,-0.34,-0.2
1.606,-0.33,-0.205
1.608,-0.34,-0.22
1.611,-0.34,-0.22
1.614,-0.34,-0.225
1.617,-0.33,-0.205
1.619,-0.335,-0.2
1.622,-0.33,-0.2
1.625,-0.335,-0.21
1.628,-0.345,-0.23
1.631,-0.345,-0.215
1.633,-0.34,-0.2
1.636,-0.33,-0.2
1.639,-0.315,-0.205
1.642,-0.295,-0.21
1.644,-0.3,-0.215
1.647,-0.295,-0.22
1.65,-0.285,-0.205
1.653,-0.275,-0.2
1.656,-0.265,-0.195
1.658,-0.265,-0.205
1.661,-0.265,-0.205
1.664,-0.255,-0.205
1.667,-0.25,-0.18
1.669,-0.24,-0.17
1.672,-0.225,-0.19
1.675,-0.215,-0.19
1.678,-0.24,-0.2
1.681,-0.245,-0.185
1.683,-0.24,-0.165
1.686,-0.245,-0.145
1.689,-0.235,-0.145
1.692,-0.245,-0.17
1.694,-0.25,-0.175
1.697,-0.275,-0.17
1.7,-0.275,-0.165
1.703,-0.265,-0.15
1.706,-0.25,-0.16
1.708,-0.225,-0.175
1.711,-0.22,-0.19
1.714,-0.23,-0.19
1.717,-0.265,-0.185
1.719,-0.27,-0.185
1.722,-0.28,-0.175
1.725,-0.285,-0.195
1.728,-0.305,-0.215
1.731,-0.32,-0.205
1.733,-0.34,-0.2
1.736,-0.33,-0.195
1.739,-0.335,-0.205
1.742,-0.335,-0.21
1.744,-0.355,-0.22
1.747,-0.37,-0.215
1.75,-0.36,-0.21
1.753,-0.345,-0.205
1.756,-0.35,-0.2
1.758,-0.355,-0.21
1.761,-0.365,-0.22
1.764,-0.375,-0.22
1.767,-0.38,-0.22
1.769,-0.37,-0.2
1.772,-0.365,-0.205
1.775,-0.365,-0.215
1.778,-0.38,-0.225
1.781,-0.385,-0.22
1.783,-0.38,-0.215
1.786,-0.375,-0.205
1.789,-0.355,-0.22
1.792,-0.37,-0.225
1.794,-0.39,-0.24
1.797,-0.405,-0.26
1.8,-0.41,-0.28
1.803,-0.435,-0.3
1.806,-0.465,-0.345
1.808,-0.49,-0.375
1.811,-0.52,-0.345
1.814,-0.555,-0.26
1.817,-0.57,-0.125
1.819,-0.525,0.025
1.822,-0.405,0.145
1.825,-0.25,0.26
1.828,-0.09,0.375
1.831,0.12,0.505
1.833,0.41,0.635
1.836,0.69,0.705
1.839,0.885,0.61
1.842,0.96,0.32
1.844,0.85,-0.045
1.847,0.52,-0.25
1.85,0.05,-0.27
1.853,-0.32,-0.24
1.856,-0.5,-0.24
1.858,-0.505,-0.25
1.861,-0.445,-0.255
1.864,-0.415,-0.245
1.867,-0.395,-0.245
1.869,-0.39,-0.245
1.872,-0.395,-0.255
1.875,-0.39,-0.26
1.878,-0.395,-0.26
1.881,-0.405,-0.27
1.883,-0.395,-0.245
1.886,-0.405,-0.245
1.889,-0.39,-0.25
1.892,-0.395,-0.265
1.894,-0.395,-0.27
1.897,-0.41,-0.27
1.9,-0.405,-0.265
1.903,-0.4,-0.26
1.906,-0.4,-0.26
1.908,-0.415,-0.27
1.911,-0.405,-0.28
1.914,-0.42,-0.28
1.917,-0.415,-0.27
1.919,-0.405,-0.255
1.922,-0.405,-0.265
1.925,-0.42,-0.28
1.928,-0.42,-0.29
1.931,-0.435,-0.275
1.933,-0.42,-0.265
1.936,-0.41,-0.255
1.939,-0.41,-0.26
1.942,-0.405,-0.26
1.944,-0.425,-0.28
1.947,-0.43,-0.28
1.95,-0.42,-0.265
1.953,-0.415,-0.26
1.956,-0.41,-0.255
1.958,-0.41,-0.26
1.961,-0.425,-0.275
1.964,-0.42,-0.27
1.967,-0.4,-0.275
1.969,-0.395,-0.265
1.972,-0.4,-0.265
1.975,-0.4,-0.27
1.978,-0.395,-0.28
1.981,-0.415,-0.285
1.983,-0.405,-0.28
